920448212636495873,38275830,Wed Oct 18 00:35:29 +0000 2017,"RT @palmeriodoria: Imbecil  que a Folha escalou para defender a ração de João Doria nunca ouviu falar em Josué de Castro. Se ouviu, não dig…"
920448246782267392,172860934,Wed Oct 18 00:35:37 +0000 2017,"@luuan__ É fake, menino. Ele até repreende a mulher que responde Bolsonaro nas pistas verdadeiras. Viralizou no dia, inclusive"
920448252713029632,49737939,Wed Oct 18 00:35:39 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448257259704323,777562973820911617,Wed Oct 18 00:35:40 +0000 2017,"RT @RonaibMoreira: Somos todos Aécio 
Somos todos Cunha
Somos todos Moro
Ano que vem Bolsonaro.
No fim Todos hipócritas e idiotas."
920448269926522880,750053238985154560,Wed Oct 18 00:35:43 +0000 2017,"@nabiatrixr Sou liberal, só estou defendendo esse cara pq não gosto de falsidade e mentiras. Então vamos lá: Maria… https://t.co/OXEQEVLspu"
920448271797153792,1134410544,Wed Oct 18 00:35:43 +0000 2017,RT @PaolaCarosella: Vale a pena ler para entender melhor. Sobre tudo para aqueles que acharam que a critica era mi mi mi .  https://t.co/lr…
920448284774281216,866411215748255745,Wed Oct 18 00:35:46 +0000 2017,@RickSouza @carlinibh Bolsonaro 2018
920448313236783104,391072901,Wed Oct 18 00:35:53 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448316692992000,158368368,Wed Oct 18 00:35:54 +0000 2017,"O ""gado"" ainda não se ligou e fica nesse mimimi de bolsonaro, dória, lula, etc...Acorda Gado manso!!!"
920448352143265792,235969501,Wed Oct 18 00:36:02 +0000 2017,RT @folha: Doria defende posição de bancada ruralista sobre trabalho escravo https://t.co/HKwJcfZ1uf
920448375782297600,14084485,Wed Oct 18 00:36:08 +0000 2017,#link • Saved @Instapaper《 https://t.co/LQzcvts6B6 》Nem completo nem nutritivo: especialistas rejeitam comida para pobres de Doria : @dbMa…
920448379498455041,52815944,Wed Oct 18 00:36:09 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448416014008320,400440015,Wed Oct 18 00:36:18 +0000 2017,RT @folha: Doria defende posição de bancada ruralista sobre trabalho escravo https://t.co/HKwJcfZ1uf
920448417167544321,749014172948627456,Wed Oct 18 00:36:18 +0000 2017,RT @Haddad_Fernando: Doria defende posição de bancada ruralista sobre trabalho escravo https://t.co/1ut9R67FdZ via @folha
920448424209715211,181604348,Wed Oct 18 00:36:20 +0000 2017,@luuan__ @gaspar_neto É montagem. O Silvio ainda deu um chega pra lá na menina depois que ela falou no Bolsonaro. rs
920448439623745536,58488371,Wed Oct 18 00:36:23 +0000 2017,"RT @Vitor_Do_live: Joga água em mendigo ✅
Ração para pobre ✅
Derruba prédio com pobre dentro ✅
Escravagista ✅ https://t.co/Q8zRzzUMFz"
920448439737036800,750053238985154560,Wed Oct 18 00:36:23 +0000 2017,@nabiatrixr Maria chamou Bolsonaro de estuprador. Coisa que não tem lógica já que Bolsonaro estava ali querendo que… https://t.co/mbhoBix6SM
920448463732658177,158482123,Wed Oct 18 00:36:29 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448468430225408,136079291,Wed Oct 18 00:36:30 +0000 2017,@MMucke https://t.co/sMJcrWh75g  com apoio do @exercitooficial ... É 2018 ou INTERVENÇÃO FEDERAL JÁ!!! CANALHADA CORRUPTA ASSASSINA!!!
920448480069505024,54402467,Wed Oct 18 00:36:33 +0000 2017,RT @PaolaCarosella: Vale a pena ler para entender melhor. Sobre tudo para aqueles que acharam que a critica era mi mi mi .  https://t.co/lr…
920448482770653185,843997984757075968,Wed Oct 18 00:36:34 +0000 2017,@fpulcineli @promotorkrebs Esse não precisa do eleitor!
920448501745668096,1530229165,Wed Oct 18 00:36:38 +0000 2017,RT @PetralhaZuero: Pessoas de bem votam em Aécio e Bolsonaro.O resto é otário. https://t.co/khkQLSBNcU
920448509761019905,139593881,Wed Oct 18 00:36:40 +0000 2017,RT @benebarbosa_mvb: Doria tem um nome à zerar... https://t.co/N3K1eda5ae
920448515419107328,2575422666,Wed Oct 18 00:36:41 +0000 2017,RT @PetralhaZuero: Pessoas de bem votam em Aécio e Bolsonaro.O resto é otário. https://t.co/khkQLSBNcU
920448523874729984,874673363846877184,Wed Oct 18 00:36:43 +0000 2017,RT PetralhaZuero: Pessoas de bem votam em Aécio e Bolsonaro.O resto é otário. https://t.co/b57BG4BqL9
920448537577574401,3342095105,Wed Oct 18 00:36:47 +0000 2017,RT @lamimaniaco: Quero avisar pra turma do Bolsonaro q os mesmos Min do STF q eles estão elogiando no caso Aecio são os que retiraram imuni…
920448540895260672,719246545154109445,Wed Oct 18 00:36:47 +0000 2017,RT @Helenasth: Hoje o  Doria vai passar o dia em Brasilia  Deve ter ido distribuir ração para os deputados em troca de votos para… 
920448549065756672,1525871798,Wed Oct 18 00:36:49 +0000 2017,"RT @jdsbatista: @jairbolsonaro Talvez o senhor não seja o presidente que este país mereça, mas o senhor é o presidente que este paí… "
920448564953866241,49342632,Wed Oct 18 00:36:53 +0000 2017,MANO??? https://t.co/HNPEfqYypK
920448582716657664,4567497587,Wed Oct 18 00:36:57 +0000 2017,@aprigioesilva @jairbolsonaro Bela e Santa Catarina ai sim Bolsonaro 2018
920448589385682944,2843532785,Wed Oct 18 00:36:59 +0000 2017,@benebarbosa_mvb @Moacyrodrigues Doria conseguiu falir sua empresa política antes mesmo de abrir as portas
920448600076947456,206293278,Wed Oct 18 00:37:02 +0000 2017,"amigos usuarios de drogas recreativas 
que adoram uma zoeira
e apoiam Bolsonaro

o candidato de vcs não condiz com a vida que vcs levam
stop"
920448621413355520,26880551,Wed Oct 18 00:37:07 +0000 2017,"Em menos de uma semana: ração para ""pobres"" e defesa da escravidão
Doria defende posição de bancada ruralista sobre trabalho escravo"
920448629642612736,3303801419,Wed Oct 18 00:37:09 +0000 2017,mano eu tava vendo umas palestra do bolsonaro no youtube e o cara n fala sobre nd n apresenta nenhum projeto ele só sabe atacar os outro(pt)
920448664857870336,3077482557,Wed Oct 18 00:37:17 +0000 2017,"Que em 2018 0 eleitor tenha vergonha na cara e varra para uma lixeira, todos estes porcos  políticos. Corruptos"
920448669060648961,1534006471,Wed Oct 18 00:37:18 +0000 2017,"RT @VoteBolsonaro: Esse é o sistema corrupto que não quer nem imaginar o Jair Bolsonaro eleito presidente, por isso que é justamente o cand…"
920448688161509377,834548672,Wed Oct 18 00:37:23 +0000 2017,Mulheres que apoiam Bolsonaro e mulheres que odeiam Bolsonaro https://t.co/moLxs9yd9O
920448702795403264,802848502908907520,Wed Oct 18 00:37:26 +0000 2017,Bolsonaro 2018
920448711003648000,736760749079592960,Wed Oct 18 00:37:28 +0000 2017,@aIicerr Bolsonaro é direita (capitalista) PT esquerda (socialista)
920448735624286209,26146296,Wed Oct 18 00:37:34 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448782252244992,808780084698091520,Wed Oct 18 00:37:45 +0000 2017,Bolsonaro 2018 — sai dudu https://t.co/2UXuNYiUv8
920448804213739525,39634175,Wed Oct 18 00:37:50 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
920448806789046272,4105861625,Wed Oct 18 00:37:51 +0000 2017,@camrenzinnha Bolsonaro? Sério isso?
920448812191281152,28853794,Wed Oct 18 00:37:52 +0000 2017,"RT @Blaffert: O cara que manda acordar morador de rua com jato d'água, derruba prédio com gente dentro e queria que pobre comesse… "
